,Make,Model,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Total.Passengers
378,ALVAREZ MARVIN R,RANSS-6S,0.0,1.0,0.0,3.0,4.0
379,AMATEUR BUILT,QUICKIEQ2,0.0,2.0,0.0,0.0,2.0
380,AMATEUR BUILT,VARIEZE,0.0,0.0,1.0,0.0,1.0
381,AMATEUR BUILT AIRCRAFT,KR-2,1.0,1.0,1.0,0.0,3.0
382,AMATEUR BUILT AIRCRAFT,VAN'SRV-6,1.0,0.0,0.0,0.0,1.0
383,AMATEUR BUILT AIRCRAFT,VAN'SRV-6A,1.0,0.0,0.0,0.0,1.0
384,AMATEUR CONSTRUCTION,GLASAIRRG,1.0,0.0,0.0,0.0,1.0
385,AMATEUR CONSTRUCTION,RANSS6-ESD(MODIFIE,2.0,0.0,0.0,0.0,2.0
386,AMATEUR CONSTRUCTION,TITANT-51MUSTANG,0.0,0.0,0.0,1.0,1.0
387,AMATEUR CONSTRUCTION,VARIEZE,2.0,0.0,0.0,0.0,2.0
388,AMATURE BUILT,PITTS,1.0,0.0,0.0,0.0,1.0
389,AMD,CH2000,0.0,0.0,0.0,1.0,1.0
390,AMEN,STARLITE,0.0,0.0,0.0,1.0,1.0
391,AMERICAN,AA,0.0,0.0,1.0,0.0,1.0
392,AMERICAN,AA-1,3.0,3.0,4.0,2.0,12.0
393,AMERICAN,AA-1A,0.0,0.0,2.0,0.0,2.0
394,AMERICAN,AA-1B,0.0,0.0,0.0,1.0,1.0
395,AMERICAN,AA-5,0.0,1.0,0.0,2.0,3.0
396,AMERICAN,AA-5B,1.0,1.0,0.0,0.0,2.0
397,AMERICAN,AA1,0.0,2.0,0.0,3.0,5.0
398,AMERICAN,AA5,0.0,0.0,0.0,2.0,2.0
399,AMERICAN,AA5B,0.0,0.0,2.0,2.0,4.0
400,AMERICAN AIR RACING,THUNDERMUSTANG,0.0,0.0,0.0,1.0,1.0
401,AMERICAN AIR RACING LTD,THUNDERMUSTANG,1.0,0.0,0.0,0.0,1.0
402,AMERICAN AVIATION,AA-1A,9.0,1.0,1.0,4.0,15.0
403,AMERICAN AVIATION,AA1,2.0,3.0,2.0,3.0,10.0
404,AMERICAN AVIATION,AA1A,0.0,1.0,3.0,2.0,6.0
405,AMERICAN AVIATION,AA5,4.0,3.0,1.0,3.0,11.0
406,AMERICAN AVIATION CORP. (AAC),AA-1,0.0,0.0,0.0,1.0,1.0
407,AMERICAN AVIATION CORP. (AAC),AA-1A,0.0,2.0,0.0,0.0,2.0
408,AMERICAN AVIATION CORP. (AAC),GRUMMANAA1B,0.0,0.0,0.0,2.0,2.0
409,AMERICAN CHAMPION,7GCAA,0.0,0.0,0.0,4.0,4.0
410,AMERICAN CHAMPION,7GCB,0.0,2.0,0.0,0.0,2.0
411,AMERICAN CHAMPION,7GCBC,0.0,0.0,0.0,3.0,3.0
412,AMERICAN CHAMPION,7KCAB,0.0,0.0,0.0,1.0,1.0
413,AMERICAN CHAMPION,8GCBC,0.0,0.0,0.0,1.0,1.0
414,AMERICAN CHAMPION,8KCAB,2.0,0.0,0.0,1.0,3.0
415,AMERICAN CHAMPION (ACAC),7AC,0.0,0.0,0.0,2.0,2.0
416,AMERICAN CHAMPION (ACAC),7ECA,0.0,0.0,0.0,2.0,2.0
417,AMERICAN CHAMPION (ACAC),7GCAA,0.0,0.0,0.0,4.0,4.0
418,AMERICAN CHAMPION (ACAC),7GCBC,1.0,0.0,0.0,7.0,8.0
419,AMERICAN CHAMPION (ACAC),8GCBC,0.0,0.0,0.0,4.0,4.0
420,AMERICAN CHAMPION AIRCRAFT,7AC,0.0,0.0,1.0,2.0,3.0
421,AMERICAN CHAMPION AIRCRAFT,7EC,0.0,0.0,0.0,1.0,1.0
422,AMERICAN CHAMPION AIRCRAFT,7ECA,0.0,0.0,0.0,1.0,1.0
423,AMERICAN CHAMPION AIRCRAFT,7GCAA,0.0,1.0,1.0,7.0,9.0
424,AMERICAN CHAMPION AIRCRAFT,7GCBC,5.0,3.0,1.0,15.0,24.0
425,AMERICAN CHAMPION AIRCRAFT,8GCBC,1.0,3.0,2.0,13.0,19.0
426,AMERICAN CHAMPION AIRCRAFT,8KCAB,7.0,2.0,1.0,12.0,22.0
427,AMERICAN CHAMPION AIRCRAFT COR,7GCBC,2.0,0.0,0.0,0.0,2.0
428,AMERICAN EUROCOPTER,AS350,2.0,0.0,0.0,0.0,2.0
429,AMERICAN GENERAL ACFT CORP,AG5,0.0,0.0,0.0,1.0,1.0
430,AMERICAN GENERAL ACFT CORP,AG5B,0.0,3.0,1.0,1.0,5.0
431,AMERICAN GENERAL AIRCRAFT,AA-1,0.0,0.0,1.0,1.0,2.0
432,AMERICAN LEGAND AIRCRAFT,AL18,0.0,0.0,0.0,1.0,1.0
433,AMERICAN LEGEND,AL-11,0.0,0.0,0.0,2.0,2.0
434,AMERICAN LEGEND,AL-3,0.0,0.0,0.0,2.0,2.0
435,AMERICAN LEGEND,AL-3C,0.0,0.0,0.0,1.0,1.0
436,AMERICAN LEGEND,AL-3CUB,0.0,1.0,0.0,0.0,1.0
437,AMERICAN LEGEND,AL3,0.0,0.0,0.0,5.0,5.0
438,AMERICAN LEGEND,AL3C,0.0,0.0,0.0,1.0,1.0
439,AMERICAN LEGEND AIRCRAFT CO,AL11C-100,0.0,0.0,0.0,1.0,1.0
440,AMERICAN LEGEND AIRCRAFT CO,AL11C100,0.0,0.0,0.0,1.0,1.0
441,AMERICAN LEGEND AIRCRAFT CO,AL18,0.0,0.0,0.0,2.0,2.0
442,AMERICAN LEGEND AIRCRAFT CO,AL3,0.0,1.0,2.0,15.0,18.0
443,AMERICAN LEGEND AIRCRAFT CO,AL3C,0.0,0.0,0.0,2.0,2.0
444,AMERICAN LEGEND AIRCRAFT CO.,AL-3,0.0,0.0,0.0,1.0,1.0
445,AMERICAN LEGEND AIRCRAFT CO.,AL3,0.0,0.0,0.0,2.0,2.0
446,AMERICAN LONGEVITY CORP,SEAREY,0.0,2.0,0.0,0.0,2.0
447,AMERICAN YANKEE,AA-1,6.0,0.0,0.0,0.0,6.0
448,AMES ANGIER M,LNC2,2.0,0.0,0.0,0.0,2.0
449,AMMETER,RV-6,0.0,0.0,2.0,0.0,2.0
450,AMORDE,GLASAIRII-SRG,0.0,0.0,0.0,1.0,1.0
451,AMSTUTZ CURTIS J,BD-5B,0.0,0.0,0.0,1.0,1.0
452,ANATRA BART T,VANSRV-7A,0.0,0.0,0.0,2.0,2.0
453,ANDERAS,TIGERMOTHR80,0.0,1.0,0.0,0.0,1.0
454,ANDERSON,GLASAIRFTII,0.0,0.0,2.0,0.0,2.0
455,ANDERSON ANDREAS,RANSS-6S,0.0,1.0,0.0,0.0,1.0
456,ANDERSON DARRELL L,STARDUSTERTOO,0.0,1.0,0.0,0.0,1.0
457,ANDERSON JOHN H,AVIDFLYERMK4,1.0,0.0,0.0,0.0,1.0
458,ANDERSON R E/ABROMAVICH L J,LANCAIR360,0.0,0.0,0.0,1.0,1.0
459,ANDRE KOSTRZEWA,MUSTANG2,0.0,0.0,0.0,1.0,1.0
460,ANDREW HAROLD,STOLCH701,0.0,0.0,0.0,1.0,1.0
461,ANDREW MCKIMMON,DR-1TRIPLANE,0.0,1.0,0.0,0.0,1.0
462,ANDREWS,ZENITHTRI-Z,0.0,1.0,0.0,0.0,1.0
463,ANDREWS,ZODIAC,1.0,0.0,0.0,1.0,2.0
464,ANG,01,2.0,0.0,0.0,0.0,2.0
465,ANGEL AIRCRAFT CORPORATION,44,2.0,0.0,0.0,0.0,2.0
466,ANGLIN,RV-6,0.0,1.0,0.0,0.0,1.0
467,ANGUS WATT,ZENAIRSTOLCH750,0.0,0.0,0.0,1.0,1.0
468,ANKERSTAR BRADLEY D,RAND-ROBINSONKR2,0.0,0.0,0.0,1.0,1.0
469,"ANKESTAR, BRADLEY D.",RAND-ROBINSONKR2,0.0,1.0,0.0,0.0,1.0
470,ANTARES,MA-33,1.0,0.0,0.0,0.0,1.0
471,ANTENOR VELAZCO,LANCAIREVOLUTION,2.0,0.0,0.0,0.0,2.0
472,ANTHONY J. BENCIVENGA,AVENTURAII,0.0,0.0,0.0,1.0,1.0
473,ANTONOV,AN124,0.0,0.0,2.0,4.0,6.0
474,ANTONOV,AN148,71.0,0.0,0.0,0.0,71.0
475,ANTONOV,AN2,0.0,0.0,0.0,4.0,4.0
478,ANTONOVICH ANTON B,CHALLENGERII,1.0,0.0,0.0,0.0,1.0
479,APOLLO AIRCRAFT INC,FOX,0.0,0.0,0.0,1.0,1.0
480,APPEL,MUSTANGII,0.0,0.0,0.0,2.0,2.0
481,APPEL,RDA04,0.0,0.0,0.0,1.0,1.0
482,APPLEBY,NIEUPORT28,1.0,0.0,0.0,0.0,1.0
483,APPLEGATE,PANZLS331E,1.0,0.0,0.0,0.0,1.0
484,ARADO-FLUGZEUGWERKE GMBH,FW190A-5,0.0,0.0,0.0,2.0,2.0
485,ARCTIC,S1B2,0.0,0.0,0.0,2.0,2.0
486,ARCTIC AIRCRAFT,S1B2,0.0,0.0,0.0,1.0,1.0
487,ARCTIC AIRCRAFT CO INC,S1B2,2.0,0.0,0.0,0.0,2.0
488,ARGANBRIGHT,VANSRV-4,0.0,0.0,0.0,2.0,2.0
489,ARGENCE,RV-8,0.0,0.0,1.0,0.0,1.0
490,ARGENCE ENAS A.,CHRISTENEAGLE,0.0,0.0,1.0,0.0,1.0
491,ARION,LIGHTNING,0.0,1.0,2.0,0.0,3.0
492,ARION AIRCRAFT LLC,LIGHTNING,0.0,0.0,0.0,1.0,1.0
493,ARION AIRCRAFT LLC,LIGHTNINGLS-1,3.0,1.0,0.0,5.0,9.0
494,ARION SKYS OPEN SPORT AVIATION,LIGHTNING,0.0,0.0,0.0,1.0,1.0
495,ARIOSTO JAMES J,ARIOSTOMUSTANGII,0.0,0.0,1.0,0.0,1.0
496,ARNOLD,ZODIACCH650,0.0,0.0,0.0,2.0,2.0
497,ARNOLD J/JONES D L,AIRCAM,0.0,0.0,1.0,0.0,1.0
498,ART LEE DELANO,CH701,0.0,0.0,0.0,1.0,1.0
499,ARTER WARREN,CARBONCUBCCK-1865,0.0,0.0,0.0,1.0,1.0
500,ARTIC AIRCRAFT CORP.,S-1B2,0.0,1.0,1.0,1.0,3.0
501,ARVOLD JORDON R,CH750,0.0,0.0,0.0,1.0,1.0
502,ASHCRAFT,DR107,0.0,0.0,0.0,1.0,1.0
503,ATKINS,ACRO-SPORTI,0.0,1.0,0.0,0.0,1.0
504,ATR,72,43.0,1.0,14.0,0.0,58.0
505,ATR,72-500,58.0,0.0,0.0,0.0,58.0
506,ATR,ATR42,0.0,2.0,0.0,39.0,41.0
507,ATR,ATR72,0.0,0.0,0.0,142.0,142.0
509,ATTAWAY ROBERT H,RV6A,0.0,0.0,1.0,0.0,1.0
510,AUDENRIED,KITFOXS7SUPERSPORT,0.0,0.0,1.0,0.0,1.0
511,AUGUSTINE DAVID L,SONEX,1.0,0.0,0.0,0.0,1.0
512,AUMAN JL,T-51,0.0,0.0,1.0,0.0,1.0
513,AUSTER,A.O.P.6,0.0,0.0,0.0,1.0,1.0
514,AUSTER,MARK6,0.0,0.0,0.0,2.0,2.0
515,AUSTIN,S.E.5A,0.0,1.0,0.0,0.0,1.0
516,AVE STEPHEN,RV8,0.0,0.0,0.0,1.0,1.0
517,AVEKO SRO,VL-3C-1,0.0,0.0,0.0,1.0,1.0
518,AVEKO SRO,VL-3LSA,0.0,0.0,2.0,0.0,2.0
519,AVENTURA,II,0.0,0.0,0.0,1.0,1.0
520,AVERY JACK H,GLASTARGS-1,0.0,0.0,1.0,0.0,1.0
521,AVES DOUGLAS JAMES,RV6,2.0,0.0,0.0,0.0,2.0
522,AVIAMILANO,FALCOF8L,2.0,0.0,0.0,0.0,2.0
523,AVIAT,A-1,0.0,1.0,0.0,4.0,5.0
524,AVIAT,A-1A,0.0,0.0,0.0,3.0,3.0
525,AVIAT,A-1B,1.0,3.0,4.0,21.0,29.0
526,AVIAT,A-1C-180,1.0,0.0,0.0,2.0,3.0
527,AVIAT,A-1C-200,1.0,1.0,2.0,1.0,5.0
528,AVIAT,A-1C200,0.0,0.0,0.0,1.0,1.0
529,AVIAT,A1,1.0,7.0,1.0,16.0,25.0
530,AVIAT,A1-A,0.0,0.0,0.0,3.0,3.0
531,AVIAT,A1-B,0.0,0.0,0.0,1.0,1.0
532,AVIAT,A1A,0.0,0.0,0.0,2.0,2.0
533,AVIAT,A1B,0.0,0.0,0.0,2.0,2.0
534,AVIAT,A1C-180,2.0,0.0,0.0,0.0,2.0
535,AVIAT,HUSKY,0.0,0.0,0.0,1.0,1.0
536,AVIAT,HUSKYA-1,0.0,0.0,0.0,1.0,1.0
537,AVIAT,HUSKYA-1B,0.0,0.0,0.0,1.0,1.0
538,AVIAT,HUSKYA1-B,0.0,2.0,0.0,0.0,2.0
539,AVIAT,PITTSS-1T,0.0,0.0,1.0,0.0,1.0
540,AVIAT,PITTSS-2B,2.0,0.0,0.0,0.0,2.0
541,AVIAT,PITTSS-2C,0.0,0.0,1.0,0.0,1.0
542,AVIAT,PITTSS2B,0.0,0.0,0.0,3.0,3.0
543,AVIAT,S,0.0,0.0,0.0,1.0,1.0
544,AVIAT,S2,0.0,0.0,0.0,4.0,4.0
545,AVIAT,S2B,0.0,0.0,0.0,1.0,1.0
546,AVIAT AIRCRAFT,A-1C-180,0.0,1.0,0.0,0.0,1.0
547,AVIAT AIRCRAFT INC,A,2.0,0.0,0.0,1.0,3.0
548,AVIAT AIRCRAFT INC,A-1,0.0,0.0,0.0,4.0,4.0
549,AVIAT AIRCRAFT INC,A-1A,2.0,2.0,1.0,2.0,7.0
550,AVIAT AIRCRAFT INC,A-1B,0.0,7.0,2.0,23.0,32.0
551,AVIAT AIRCRAFT INC,A-1C,0.0,2.0,0.0,8.0,10.0
552,AVIAT AIRCRAFT INC,A-1C-180,1.0,3.0,2.0,12.0,18.0
553,AVIAT AIRCRAFT INC,A-1C-200,2.0,0.0,0.0,14.0,16.0
554,AVIAT AIRCRAFT INC,A1,0.0,0.0,0.0,6.0,6.0
555,AVIAT AIRCRAFT INC,A1B,0.0,1.0,0.0,9.0,10.0
556,AVIAT AIRCRAFT INC,HUSKY,0.0,0.0,0.0,2.0,2.0
557,AVIAT AIRCRAFT INC,PITTSS2B,0.0,0.0,0.0,1.0,1.0
558,AVIAT AIRCRAFT INC,S2C,0.0,0.0,0.0,3.0,3.0
559,AVIAT AIRCRAFT INC.,A-1C-180,1.0,0.0,0.0,0.0,1.0
560,"AVIAT AIRCRAFT, INC.",A-1B,0.0,0.0,0.0,2.0,2.0
561,AVIAT INC,A-1,2.0,0.0,1.0,5.0,8.0
562,AVIAT INC,A1,1.0,0.0,0.0,0.0,1.0
563,AVIAT INC,PITTSS-2B,0.0,0.0,2.0,5.0,7.0
564,AVID,AVIDFLYER,1.0,0.0,1.0,2.0,4.0
565,AVID,AVIDMAGNUM,0.0,3.0,0.0,2.0,5.0
566,AVID,AVIDMARKIV,0.0,0.0,2.0,0.0,2.0
567,AVID,MARKIV,1.0,0.0,0.0,1.0,2.0
568,AVID,MK-4,0.0,0.0,0.0,1.0,1.0
569,AVID AIRCRAFT,MARKIV,0.0,0.0,0.0,1.0,1.0
570,AVID AIRCRAFT,MARKIVAEROBAT,0.0,0.0,1.0,0.0,1.0
571,AVID AIRCRAFT,MK-IV,0.0,0.0,0.0,1.0,1.0
572,AVIOCAR CASA,C212,18.0,0.0,0.0,0.0,18.0
573,AVIONS FAIREY,TIPSYNIPPERT-66,1.0,0.0,0.0,0.0,1.0
574,AVIONS MAX HOLSTE,MH1521BROUSSARD,0.0,0.0,0.0,2.0,2.0
575,AVIONS MUDRY CIE,CAP231,0.0,0.0,0.0,1.0,1.0
576,AVIONS MUDRY ET CIE,CAP,0.0,0.0,0.0,2.0,2.0
577,AVIONS ROBIN,DR400,3.0,0.0,1.0,0.0,4.0
578,AVIONS ROBIN,ROBINDR400/140B,2.0,0.0,0.0,0.0,2.0
579,AVRES CORP.,S-2R,0.0,0.0,0.0,1.0,1.0
580,AVRO,146,0.0,0.0,0.0,2.0,2.0
582,AXELL CHARLES L,RV-6,0.0,0.0,0.0,2.0,2.0
583,AYERS,LESSDRAGSPECIAL,2.0,0.0,0.0,0.0,2.0
584,AYERS,RV-6A,0.0,0.0,1.0,0.0,1.0
585,AYRES,AY-65,0.0,0.0,0.0,2.0,2.0
586,AYRES,S-2C,0.0,0.0,0.0,1.0,1.0
587,AYRES,S-2R,0.0,0.0,1.0,5.0,6.0
588,AYRES,S2-R,0.0,0.0,0.0,1.0,1.0
589,AYRES,S2R,6.0,3.0,1.0,15.0,25.0
590,AYRES,S2R-134,0.0,0.0,0.0,1.0,1.0
591,AYRES,S2R-600,0.0,0.0,1.0,3.0,4.0
592,AYRES,S2R-G1,0.0,0.0,0.0,1.0,1.0
593,AYRES,S2R-G10,0.0,0.0,1.0,3.0,4.0
594,AYRES,S2R-G6,0.0,0.0,1.0,2.0,3.0
595,AYRES,S2R-T15,1.0,0.0,0.0,1.0,2.0
596,AYRES,S2R-T34,0.0,1.0,0.0,3.0,4.0
597,AYRES,S2R600,0.0,0.0,0.0,1.0,1.0
598,AYRES,SR2,0.0,1.0,0.0,0.0,1.0
599,AYRES,SRT34,0.0,0.0,1.0,0.0,1.0
600,AYRES CORP,S2R,1.0,0.0,0.0,0.0,1.0
601,AYRES CORPORATION,S-2R,1.0,0.0,1.0,0.0,2.0
602,AYRES CORPORATION,S2R,1.0,0.0,0.0,2.0,3.0
603,AYRES CORPORATION,S2R-600,0.0,0.0,1.0,2.0,3.0
604,AYRES CORPORATION,S2R-G1,0.0,0.0,1.0,0.0,1.0
605,AYRES CORPORATION,S2R-G10,0.0,1.0,0.0,1.0,2.0
606,AYRES CORPORATION,S2R-G6,0.0,0.0,0.0,3.0,3.0
607,AYRES CORPORATION,S2R-R1340,0.0,1.0,1.0,2.0,4.0
608,AYRES CORPORATION,S2R-T15,0.0,0.0,1.0,0.0,1.0
609,AYRES CORPORATION,S2R-T34,2.0,4.0,1.0,8.0,15.0
610,AYRES CORPORATION,S2R-T41,0.0,1.0,0.0,0.0,1.0
611,AYRES CORPORATION,S2R-T65,0.0,0.0,0.0,1.0,1.0
612,AYRES CORPORATION,S2RG10,0.0,0.0,0.0,1.0,1.0
613,AYRES CORPORATION,S2RG6,0.0,1.0,0.0,0.0,1.0
614,AYRES CORPORATION,S2RT34,1.0,0.0,0.0,3.0,4.0
615,AYRES THRUSH,S2R,0.0,0.0,0.0,1.0,1.0
616,AYRES THRUSH,S2R-T34,2.0,0.0,0.0,0.0,2.0
617,BABCOCK,KR-2,0.0,0.0,0.0,1.0,1.0
618,BABENCO HENRY D.,RV-7,1.0,0.0,0.0,0.0,1.0
619,BAC,1-11-204AF,0.0,0.0,0.0,48.0,48.0
620,BACH JOSEPH E,KITFOXIV,0.0,0.0,0.0,1.0,1.0
621,BACKOVICH GEORGE C,GP5,1.0,0.0,0.0,0.0,1.0
622,BADEAUX,CHALLENGERII,0.0,0.0,1.0,0.0,1.0
624,BAE,ATP,0.0,0.0,0.0,2.0,2.0
625,BAE,AVRO146RJ,0.0,0.0,0.0,16.0,16.0
627,BAE,BAE125,0.0,0.0,0.0,8.0,8.0
628,BAE,BAE125SERIES800A,0.0,0.0,0.0,2.0,2.0
630,BAE,JETSTREAM,0.0,0.0,0.0,16.0,16.0
631,BAE,JETSTREAM3100,0.0,0.0,0.0,40.0,40.0
633,BAE,JETSTREAM3100-3102,0.0,0.0,0.0,3.0,3.0
634,BAE,JETSTREAM41,1.0,0.0,2.0,0.0,3.0
635,BAE,JETSTREAM4100,0.0,0.0,0.0,32.0,32.0
636,BAE,JETSTREAM4100-4100,0.0,0.0,0.0,32.0,32.0
637,BAE,RJ85,0.0,0.0,0.0,97.0,97.0
638,BAE SYSTEMS,HAWKMK67,0.0,0.0,0.0,1.0,1.0
639,BAE SYSTEMS,MK-67HAWK,0.0,0.0,0.0,2.0,2.0
640,BAE SYSTEMS (OPERATIONS) LIMIT,AVRO146-RJ85,0.0,0.0,0.0,1.0,1.0
641,BAGGETT,RV6A,0.0,0.0,1.0,0.0,1.0
642,BAGLEY CURTIS LYNN,RANSS-6SCOYOTEII,0.0,0.0,0.0,3.0,3.0
643,BAGNALL HAROLD E,KITFOXLITE2,0.0,0.0,0.0,2.0,2.0
644,BAILEY,MERLINGT,0.0,0.0,0.0,2.0,2.0
645,BAILEY,VARIEZE,0.0,0.0,1.0,0.0,1.0
646,BAILEY N MOYES,DRAGONFLY,1.0,0.0,1.0,0.0,2.0
647,BAILEY ROBERT,MOYESDRAGONFLY,0.0,1.0,0.0,1.0,2.0
648,BAILEY-MOYES MICROLIGHTS,DRAGONFLYBMODEL,0.0,1.0,0.0,0.0,1.0
649,BAKENG,BAKENGDEUCE,0.0,0.0,0.0,2.0,2.0
650,BAKENG,DEUCE,0.0,0.0,1.0,0.0,1.0
651,BAKER EUGENE L,RV6-A,0.0,0.0,0.0,2.0,2.0
652,BAKER VICTOR R,KITFOX,0.0,1.0,1.0,0.0,2.0
653,BAKER WAYNE,CH-750,0.0,1.0,0.0,0.0,1.0
654,"BAKER, TIMITHY",FALCOF8L,0.0,1.0,0.0,0.0,1.0
655,BAL-AIR INC/WAYNE JOHN K,CHRISTENEAGLE,0.0,0.0,0.0,1.0,1.0
656,BALCOMB KENNETH C III,SEAREY,0.0,0.0,0.0,1.0,1.0
657,BALDWIN,SKYBOLT,0.0,1.0,0.0,1.0,2.0
658,BALKEMA,STOLAIRCRAFT,0.0,0.0,0.0,1.0,1.0
659,BANGHAM,BARRACUDA,0.0,0.0,0.0,1.0,1.0
660,BARBER JOHN A,GLASAIR,2.0,0.0,0.0,0.0,2.0
661,BARBER ROBERT L,SONERAIIIL,0.0,0.0,1.0,0.0,1.0
662,BARBER WARREN D,TURBINECUBSPA18,0.0,0.0,0.0,2.0,2.0
663,BARDOUCHE,QUADCITYULTRALIGHT,0.0,1.0,0.0,0.0,1.0
664,BAREISS DAVID A,TANGO2,0.0,2.0,0.0,0.0,2.0
665,BARGER JERRY L,CHALLENGERII,0.0,0.0,1.0,0.0,1.0
666,BARGER STEVE M,RV-7A,2.0,0.0,0.0,0.0,2.0
667,BARKER A E,B-2,0.0,0.0,0.0,1.0,1.0
668,BARNARD,RV-6,0.0,0.0,0.0,2.0,2.0
669,BARNARD/STANCIL,GLASTAR,0.0,0.0,0.0,3.0,3.0
670,BARNES RICHARD B/HOWE MICHAEL,VANSRV10,0.0,0.0,0.0,2.0,2.0
671,BARNES STEVEN D,STEVEBARNESRV4,0.0,0.0,0.0,1.0,1.0
672,BARNES THOMAS A,VANS,0.0,0.0,1.0,0.0,1.0
673,BARNETT,MA-5CHARGER,0.0,0.0,0.0,1.0,1.0
674,BARNETT ALLEN S,RV7,2.0,0.0,0.0,0.0,2.0
675,BARNEY,STARDUSTRERSA-100,0.0,0.0,0.0,1.0,1.0
676,BARNEY OLDFIELD AIRCRAFT CO,BABYLAKES,0.0,0.0,0.0,1.0,1.0
677,BARR,BARRSIX,0.0,0.0,0.0,1.0,1.0
678,BARRON,STARDUSTERSA300,0.0,0.0,0.0,1.0,1.0
679,BARRON,THORPT18,0.0,1.0,0.0,0.0,1.0
680,BARROW,ROSEPARRAKEET,0.0,0.0,0.0,1.0,1.0
681,BARROW TED A,ONEEASY,1.0,0.0,0.0,0.0,1.0
682,BARROWS,BEARHAWKLSA,0.0,0.0,1.0,0.0,1.0
683,BARTELS,LANCAIR,1.0,0.0,0.0,0.0,1.0
684,BARTHOLOMEW,LANCAIR320,0.0,1.0,0.0,0.0,1.0
685,BARTLE,LANCAIRIV-P,0.0,0.0,3.0,1.0,4.0
686,BATES,STARDUSTERSA-300,0.0,0.0,0.0,2.0,2.0
687,BAUER THOMAS G,KITFOXIII,0.0,0.0,0.0,2.0,2.0
688,BAUGHMAN,KR-2,0.0,0.0,0.0,1.0,1.0
689,BAYER OSCAR,STARDUSTERSA300,0.0,0.0,0.0,1.0,1.0
690,BAYLISS MILTON A III,X-AIR,0.0,0.0,0.0,1.0,1.0
691,BEACHNER,QUICKSILVER,0.0,0.0,1.0,0.0,1.0
692,BEAGLE,B121,0.0,0.0,2.0,0.0,2.0
693,BEAGLE,B206SERIES2,0.0,0.0,0.0,6.0,6.0
694,BEAGLE AIRCRAFT,206,0.0,0.0,0.0,1.0,1.0
695,BEAN R E/R B WELD INC,GLASAIRIII,2.0,0.0,0.0,0.0,2.0
696,BEARDEN BIPLANE,SOPWITHCAMEL,0.0,0.0,0.0,1.0,1.0
697,BEARHAWK,BEARHAWK,2.0,1.0,0.0,0.0,3.0
698,BEARHAWK,PATROL,2.0,0.0,0.0,0.0,2.0
699,BEAUDRY PHILLIP,AVENTURAII,0.0,0.0,1.0,1.0,2.0
700,BECERRA,AVIDFLYERMARKIV,0.0,0.0,0.0,1.0,1.0
701,BECKER ELMER L,STOLCH750,0.0,0.0,1.0,0.0,1.0
702,BECKERT BRUCE A,RV-6,0.0,0.0,1.0,0.0,1.0
703,BEDE,5J,1.0,0.0,0.0,0.0,1.0
704,BEDE,BD5,1.0,0.0,0.0,0.0,1.0
705,BEDE AIRCRAFT,BD-4,2.0,0.0,0.0,0.0,2.0
706,BEDE AIRCRAFT,BD-5B,1.0,0.0,0.0,0.0,1.0
707,BEDECORP LLC,BD-22,1.0,0.0,0.0,0.0,1.0
708,BEECH,100,0.0,0.0,4.0,20.0,24.0
709,BEECH,18,0.0,0.0,0.0,2.0,2.0
710,BEECH,19,2.0,2.0,0.0,5.0,9.0
711,BEECH,1900,62.0,3.0,0.0,49.0,114.0
713,BEECH,1900C,25.0,0.0,0.0,36.0,61.0
714,BEECH,1900D,0.0,0.0,2.0,49.0,51.0
715,BEECH,19A,12.0,1.0,0.0,4.0,17.0
716,BEECH,200,46.0,4.0,3.0,123.0,176.0
717,BEECH,2000(STARSHIP),0.0,0.0,0.0,6.0,6.0
718,BEECH,23,3.0,13.0,7.0,29.0,52.0
719,BEECH,24,0.0,1.0,1.0,3.0,5.0
720,BEECH,300,10.0,0.0,1.0,23.0,34.0
721,BEECH,33,6.0,0.0,0.0,4.0,10.0
722,BEECH,35,11.0,23.0,13.0,67.0,114.0
723,BEECH,35-33,2.0,1.0,2.0,5.0,10.0
724,BEECH,35-A33,1.0,2.0,2.0,10.0,15.0
725,BEECH,35-B33,2.0,9.0,3.0,12.0,26.0
726,BEECH,35-C33,2.0,1.0,3.0,14.0,20.0
727,BEECH,35-C33A,0.0,0.0,2.0,3.0,5.0
728,BEECH,35-UNDESIGNAT,0.0,0.0,0.0,1.0,1.0
729,BEECH,35/33,3.0,0.0,0.0,0.0,3.0
730,BEECH,350,0.0,0.0,0.0,14.0,14.0
731,BEECH,3533,0.0,0.0,0.0,1.0,1.0
732,BEECH,35A33,2.0,0.0,2.0,1.0,5.0
733,BEECH,35B33,1.0,3.0,2.0,1.0,7.0
734,BEECH,35C33,4.0,1.0,0.0,2.0,7.0
735,BEECH,35C33A,0.0,0.0,0.0,1.0,1.0
736,BEECH,36,4.0,3.0,5.0,51.0,63.0
737,BEECH,390,5.0,0.0,2.0,4.0,11.0
738,BEECH,3N,2.0,0.0,0.0,0.0,2.0
739,BEECH,3NM,0.0,3.0,0.0,0.0,3.0
740,BEECH,400,0.0,2.0,0.0,8.0,10.0
741,BEECH,400A,0.0,2.0,2.0,0.0,4.0
742,BEECH,50,1.0,0.0,0.0,2.0,3.0
743,BEECH,55,3.0,1.0,1.0,21.0,26.0
744,BEECH,56,0.0,0.0,0.0,6.0,6.0
745,BEECH,56TC,0.0,4.0,0.0,7.0,11.0
